,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-14, -5, 0, 0]","[[-25, 15, 5, 0], [15, -9, 0, 3], [5, 0, -1, 0], [0, 3, 0, -1]]","[[0, 0, 0, 0, 0, 5], [0, 0, 0, 0, 3, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0]]",104,-225,66
1,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0",False,4,"[False, False, False, True]","[False, False, False, True]","[-9, -5, -2, 0]","[[-16, 12, 0, 0], [12, -9, 6, 0], [0, 6, -4, 2], [0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",105,-576,67
2,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-9, -5, 0, 0]","[[-16, 12, 0, 0], [12, -9, 3, 3], [0, 3, -1, 0], [0, 3, 0, 0]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 3, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1]]",101,-144,63
3,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",False,4,"[False, False, False, True]","[False, False, False, True]","[-14, -2, -2, 0]","[[-25, 10, 10, 0], [10, -4, 0, 0], [10, 0, -4, 2], [0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 5], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0]]",108,-400,70
4,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-14, -2, 0, 0]","[[-25, 10, 5, 5], [10, -4, 0, 0], [5, 0, -1, 0], [5, 0, 0, 0]]","[[0, 0, 0, 0, 0, 5], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 0]]",103,-100,65
5,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0",False,3,"[False, False, True]","[False, False, True]","[-9, -2, 0]","[[-16, 8, 4], [8, -4, 2], [4, 2, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 1]]",35,256,31
6,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1",False,3,"[False, False, True]","[False, False, True]","[-9, -2, 0]","[[-16, 8, 4], [8, -4, 2], [4, 2, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 1]]",35,256,31
7,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0",False,6,"[False, False, True, True, True, True]","[False, False, True, True, True, True]","[-9, -2, 0, 0, 0, 0]","[[-16, 8, 4, 0, 0, 0], [8, -4, 0, 2, 0, 0], [4, 0, -1, 0, 1, 0], [0, 2, 0, -1, 0, 1], [0, 0, 1, 0, -1, 1], [0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",194,0,99
8,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-9, -2, 0, 0, 0]","[[-16, 8, 4, 0, 0], [8, -4, 0, 2, 0], [4, 0, -1, 0, 1], [0, 2, 0, -1, 1], [0, 0, 1, 1, 0]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1]]",156,0,83
9,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -9, -2, 0, 0]","[[0, 4, 0, 0, 1], [4, -16, 8, 0, 0], [0, 8, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",157,0,84
10,"0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-9, -2, 0, 0]","[[-16, 8, 0, 4], [8, -4, 2, 0], [0, 2, -1, 1], [4, 0, 1, 1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",95,-64,60
11,"0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-9, -2, 0, 0, 0]","[[-16, 8, 4, 0, 0], [8, -4, 0, 0, 2], [4, 0, -1, 1, 0], [0, 0, 1, -1, 1], [0, 2, 0, 1, 0]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1]]",158,0,83
12,"0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-9, -2, 0, 0]","[[-16, 8, 4, 0], [8, -4, 0, 2], [4, 0, -1, 1], [0, 2, 1, 1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1]]",96,-64,60
13,"0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0",False,3,"[False, False, True]","[False, False, True]","[-9, -2, 0]","[[-16, 8, 4], [8, -4, 2], [4, 2, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 1]]",35,256,31
14,"0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1",False,4,"[True, False, False, True]","[True, False, False, True]","[0, -9, -2, 0]","[[0, 4, 0, 1], [4, -16, 8, 0], [0, 8, -4, 2], [1, 0, 2, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 1]]",90,-64,57
15,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",False,5,"[False, False, False, True, False]","[False, False, False, True, False]","[-5, -2, -2, 0, -2]","[[-9, 6, 0, 0, 0], [6, -4, 4, 0, 0], [0, 4, -4, 0, 4], [0, 0, 0, -1, 2], [0, 0, 4, 2, -4]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",174,0,90
16,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 0, 0], [6, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",91,-36,58
17,"0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0",False,5,"[True, False, False, False, True]","[True, False, False, False, True]","[0, -5, -2, -2, 0]","[[0, 0, 0, 2, 0], [0, -9, 6, 0, 0], [0, 6, -4, 4, 0], [2, 0, 4, -4, 2], [0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",164,0,87
18,"0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 0, 0], [6, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",91,-36,58
19,"0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, -1]","[[-9, 6, 0, 0], [6, -4, 0, 4], [0, 0, -1, 2], [0, 4, 2, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",97,-144,61
20,"0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",34,144,30
21,"0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 2]]",34,144,30
22,"0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",34,144,30
23,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0",False,6,"[True, False, False, True, True, True]","[True, False, False, True, True, True]","[0, -5, -2, 0, 0, 0]","[[0, 0, 2, 0, 1, 0], [0, -9, 6, 0, 0, 0], [2, 6, -4, 2, 0, 0], [0, 0, 2, -1, 0, 1], [1, 0, 0, 0, -1, 1], [0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",190,0,98
24,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 0, 0], [6, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",91,-36,58
25,"0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -5, -2, 0, 0]","[[1, 0, 2, 0, 1], [0, -9, 6, 0, 0], [2, 6, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",149,0,80
26,"0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1",False,5,"[True, True, False, False, True]","[True, True, False, False, True]","[0, 0, -5, -2, 0]","[[0, 1, 0, 0, 1], [1, 0, 0, 2, 0], [0, 0, -9, 6, 0], [0, 2, 6, -4, 2], [1, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0]]",148,0,80
27,"0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, -1]","[[-9, 6, 0, 0], [6, -4, 0, 4], [0, 0, -1, 2], [0, 4, 2, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",97,-144,61
28,"0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",34,144,30
29,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 2]]",34,144,30
30,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 0], [6, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",34,144,30
31,"0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0",False,5,"[False, True, False, False, True]","[False, True, False, False, True]","[-9, 0, -2, -2, 0]","[[-16, 4, 8, 0, 0], [4, -1, 0, 0, 0], [8, 0, -4, 4, 0], [0, 0, 4, -4, 2], [0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 2, 0, 0], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",173,0,89
32,"0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1",False,4,"[False, True, True, True]","[False, True, True, True]","[-9, 0, 0, 0]","[[-16, 4, 4, 4], [4, -1, 0, 0], [4, 0, -1, 1], [4, 0, 1, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",86,-16,53
33,"0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0",False,4,"[True, False, True, True]","[True, False, True, True]","[-1, -9, 0, 0]","[[0, 8, 0, 2], [8, -16, 4, 0], [0, 4, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",89,-64,56
34,"0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",33,64,29
35,"0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0",False,5,"[False, True, False, True, True]","[False, True, False, True, True]","[-9, 0, -2, 0, 0]","[[-16, 4, 8, 0, 0], [4, -1, 0, 0, 0], [8, 0, -4, 2, 2], [0, 0, 2, -1, 0], [0, 0, 2, 0, 0]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1]]",159,0,83
36,"0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1",False,4,"[False, True, True, True]","[False, True, True, True]","[-9, 0, 0, 0]","[[-16, 4, 4, 4], [4, -1, 0, 0], [4, 0, -1, 1], [4, 0, 1, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",86,-16,53
37,"0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",33,64,29
38,"0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",33,64,29
39,"0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0",False,6,"[True, False, True, True, True, True]","[True, False, True, True, True, True]","[0, -9, 0, 0, 0, 0]","[[0, 4, 0, 0, 0, 1], [4, -16, 4, 4, 0, 0], [0, 4, -1, 0, 0, 0], [0, 4, 0, -1, 1, 0], [0, 0, 0, 1, -1, 1], [1, 0, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",185,0,95
40,"0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1",False,4,"[False, True, True, True]","[False, True, True, True]","[-9, 0, 0, 0]","[[-16, 4, 4, 4], [4, -1, 0, 0], [4, 0, -1, 1], [4, 0, 1, 2]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",86,-16,53
41,"0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0",False,4,"[True, False, True, True]","[True, False, True, True]","[-1, -9, 0, 0]","[[0, 8, 0, 2], [8, -16, 4, 0], [0, 4, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",89,-64,56
42,"0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",33,64,29
43,"0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0",False,5,"[False, True, True, True, True]","[False, True, True, True, True]","[-9, 0, 0, 0, 0]","[[-16, 4, 4, 0, 4], [4, -1, 0, 0, 0], [4, 0, -1, 1, 0], [0, 0, 1, -1, 1], [4, 0, 0, 1, 1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",146,0,78
44,"0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -9, 0, 0, 0]","[[0, 4, 0, 0, 1], [4, -16, 4, 4, 0], [0, 4, -1, 0, 0], [0, 4, 0, -1, 1], [1, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1]]",126,0,74
45,"0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",33,64,29
46,"0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",33,64,29
47,"0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 1, 1, 1], [3, -9, 3, 0, 0], [1, 3, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",127,0,75
48,"0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
49,"0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0",False,4,"[True, False, True, True]","[True, False, True, True]","[0, -5, 0, 0]","[[3, 3, 1, 2], [3, -9, 3, 0], [1, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",68,-36,45
50,"0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
51,"0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0",False,4,"[False, True, True, True]","[False, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 0, 1], [0, 0, -1, 2], [3, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",69,-36,46
52,"0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
53,"0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0",False,4,"[True, True, False, True]","[True, True, False, True]","[0, 0, -5, 0]","[[0, 2, 0, 0], [2, 2, 3, 1], [0, 3, -9, 3], [0, 1, 3, -1]]","[[0, 0, 0, 0, 1, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0]]",51,0,40
54,"0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
55,"0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 1, 1, 1], [3, -9, 3, 0, 0], [1, 3, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",127,0,75
56,"0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
57,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0",False,4,"[True, False, True, True]","[True, False, True, True]","[0, -5, 0, 0]","[[3, 3, 1, 2], [3, -9, 3, 0], [1, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",68,-36,45
58,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
59,"0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0",False,4,"[False, True, True, True]","[False, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 0, 1], [0, 0, -1, 2], [3, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",69,-36,46
60,"0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",22,36,19
61,"0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",22,36,19
62,"0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1",False,4,"[True, True, False, True]","[True, True, False, True]","[0, 0, -5, 0]","[[2, 2, 3, 1], [2, 0, 0, 0], [3, 0, -9, 3], [1, 0, 3, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0]]",52,0,40
63,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0",False,6,"[False, True, True, True, False, False]","[False, True, True, True, False, False]","[-5, 0, 0, 0, -2, -2]","[[-9, 3, 3, 0, 0, 0], [3, -1, 0, 1, 0, 0], [3, 0, -1, 0, 2, 0], [0, 1, 0, -1, 0, 2], [0, 0, 2, 0, -4, 4], [0, 0, 0, 2, 4, -4]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",198,0,101
64,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1",False,5,"[False, True, True, True, True]","[False, True, True, True, True]","[-5, 0, 0, 0, -1]","[[-9, 3, 3, 0, 0], [3, -1, 0, 1, 0], [3, 0, -1, 0, 2], [0, 1, 0, -1, 2], [0, 0, 2, 2, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",147,0,79
65,"0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 0, 1, 1], [3, -9, 3, 0, 0], [0, 3, -1, 1, 0], [1, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",128,0,75
