,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",10,4,3,7,"[3, -9, -2, 6]",-18,0,"['NA', 'NA', [0, 1], 'NA']"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",11,4,3,7,"[2, -9, 9, -4]",-18,0,"['NA', 'NA', 'NA', [0, 3]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",12,4,3,7,"[2, -9, 6, -1]",-18,0,"['NA', 'NA', 'NA', [0, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",12,5,3,7,"[3, -6, -4, 3, 2]",-18,0,"['NA', 'NA', 'NA', [4, 0], [3, 0]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",12,5,2,6,"[3, -6, -2, 3, 0]",-9,0,"['NA', 'NA', [0, 1], [4, 0], [1, 0]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",11,4,2,6,"[2, -6, 3, -1]",-9,0,"['NA', 'NA', [4, 0], [0, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",12,4,2,6,"[2, -6, 3, -1]",-9,0,"['NA', 'NA', [4, 0], [0, 0]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",13,6,4,8,"[2, -6, -2, 6, 2, -4]",-29,0,"['NA', 'NA', [0, 1], 'NA', [3, 0], [0, 3]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",12,5,3,7,"[2, -6, -2, 6, -2]",-18,0,"['NA', 'NA', [0, 1], 'NA', [0, 1]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",10,5,3,7,"[0, 2, -6, 6, -4]",-18,0,"[[1, 0], 'NA', 'NA', 'NA', [0, 3]]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -2, -3, -1]",13,4,3,7,"[2, -6, 6, -4]",-18,0,"['NA', 'NA', 'NA', [0, 3]]"
