,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,4,3,"[0, -6, 4, 4]",-10,0,"['NA', 'NA', [5, 0], [5, 0]]"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,4,4,3,"[0, -6, 8, 0]",-10,0,"['NA', 'NA', 'NA', [1, 0]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,4,3,"[0, -6, 4, 4]",-10,0,"['NA', 'NA', [5, 0], [5, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,4,4,3,"[0, -4, 8, -2]",-10,0,"['NA', 'NA', 'NA', [0, 1]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,3,2,"[0, -4, 4, 2]",-4,0,"['NA', 'NA', [5, 0], [3, 0]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,3,3,2,"[0, -4, 6]",-4,0,"['NA', 'NA', [7, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,3,3,2,"[0, -4, 6]",-4,0,"['NA', 'NA', [7, 0]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,6,4,3,"[0, -4, 4, 4, -2, 0]",-10,0,"['NA', 'NA', [5, 0], [5, 0], [0, 1], [1, 0]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,5,4,3,"[0, -4, 4, 4, -2]",-10,0,"['NA', 'NA', [5, 0], [5, 0], [0, 1]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,5,3,2,"[2, 0, -4, 4, 0]",-4,0,"[[3, 0], 'NA', 'NA', [5, 0], [1, 0]]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,3,2,"[0, -4, 4, 2]",-4,0,"['NA', 'NA', [5, 0], [3, 0]]"
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,5,4,3,"[0, -4, 4, -2, 4]",-10,0,"['NA', 'NA', [5, 0], [0, 1], [5, 0]]"
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,3,2,"[0, -4, 4, 2]",-4,0,"['NA', 'NA', [5, 0], [3, 0]]"
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,3,3,2,"[0, -4, 6]",-4,0,"['NA', 'NA', [7, 0]]"
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",5,4,3,2,"[2, 0, -4, 4]",-4,0,"[[3, 0], 'NA', 'NA', [5, 0]]"
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, -1]","[2, 2, -4, 0]",4,5,4,3,"[0, -4, 8, -2, 0]",-10,0,"[[1, 0], 'NA', 'NA', [0, 1], 'NA']"
