,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",9,4,5,2,"[-4, 0, 4, 3]",-9,0,"['NA', 'NA', [5, 0], [4, 0]]"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",5,4,4,1,"[-2, 0, 6, -1]",-3,0,"[[0, 1], 'NA', 'NA', [0, 0]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,4,4,1,"[-2, 0, 3, 2]",-3,0,"[[0, 1], 'NA', [4, 0], [3, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,4,5,2,"[-4, 0, 8, -1]",-9,0,"['NA', [1, 0], 'NA', [0, 0]]"
4,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",5,4,5,2,"[-4, 0, 4, 3]",-9,0,"['NA', [1, 0], [5, 0], [4, 0]]"
5,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,3,4,1,"[-2, 0, 5]",-3,0,"[[0, 1], [1, 0], [6, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,3,4,1,"[-2, 0, 5]",-3,0,"[[0, 1], [1, 0], [6, 0]]"
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",9,6,5,2,"[-2, 0, 4, 3, -1, -1]",-9,0,"[[0, 1], [1, 0], [5, 0], [4, 0], [0, 0], [0, 0]]"
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",5,5,5,2,"[-2, 0, 4, 3, -2]",-9,0,"[[0, 1], [1, 0], [5, 0], [4, 0], [0, 1]]"
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,5,4,1,"[3, -2, 0, 3, -1]",-3,0,"[[4, 0], [0, 1], [1, 0], [4, 0], [0, 0]]"
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,4,4,1,"[-2, 0, 3, 2]",-3,0,"[[0, 1], [1, 0], [4, 0], [3, 0]]"
11,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",5,5,4,1,"[-2, 0, 4, -1, 2]",-3,0,"[[0, 1], [1, 0], [5, 0], [0, 0], [3, 0]]"
12,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,4,4,1,"[-2, 0, 4, 1]",-3,0,"[[0, 1], [1, 0], [5, 0], [2, 0]]"
13,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,3,4,1,"[-2, 0, 5]",-3,0,"[[0, 1], [1, 0], [6, 0]]"
14,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[3, -1, -1, -1]","[1, 1, -3, 2]",6,4,4,1,"[3, -2, 0, 2]",-3,0,"[[4, 0], [0, 1], [1, 0], [3, 0]]"
