,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,4,6,9,"[9, -15, -1, 6]",-51,0,"['NA', 'NA', [0, 0], 'NA']"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",25,4,6,9,"[6, -15, 9, -1]",-51,0,"['NA', 'NA', 'NA', [0, 0]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",27,4,6,9,"[6, -15, 6, 2]",-51,0,"['NA', 'NA', 'NA', [3, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",25,5,5,8,"[9, -10, -2, 3, -1]",-37,0,"['NA', 'NA', 'NA', [4, 0], [0, 0]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,5,8,"[9, -10, -1, 3, -2]",-37,0,"['NA', 'NA', [0, 0], [4, 0], [0, 1]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,4,5,8,"[6, -10, 3, 0]",-37,0,"['NA', 'NA', [4, 0], [1, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",25,4,5,8,"[6, -10, 3, 0]",-37,0,"['NA', 'NA', [4, 0], [1, 0]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,6,6,9,"[6, -10, -1, 6, -1, -1]",-51,0,"['NA', 'NA', [0, 0], 'NA', [0, 0], [0, 0]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,6,9,"[6, -10, -1, 6, -2]",-51,0,"['NA', 'NA', [0, 0], 'NA', [0, 1]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,6,9,"[-2, 6, -10, 6, -1]",-51,0,"[[0, 1], 'NA', 'NA', 'NA', [0, 0]]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,6,9,"[6, -10, 6, -3]",-51,0,"['NA', 'NA', 'NA', [0, 2]]"
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,6,5,8,"[6, -10, -1, 3, -1, 2]",-37,0,"['NA', 'NA', [0, 0], [4, 0], [0, 0], [3, 0]]"
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,5,5,8,"[6, -10, -1, 3, 1]",-37,0,"['NA', 'NA', [0, 0], [4, 0], [2, 0]]"
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,4,5,8,"[6, -10, 3, 0]",-37,0,"['NA', 'NA', [4, 0], [1, 0]]"
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,5,8,"[-2, 6, -10, 3, 2]",-37,0,"[[0, 1], 'NA', 'NA', [4, 0], [3, 0]]"
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,5,8,"[3, -10, 9, -1, -2]",-37,0,"[[4, 0], 'NA', 'NA', [0, 0], 'NA']"
16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,4,5,8,"[3, -10, 6, 0]",-37,0,"[[4, 0], 'NA', 'NA', [1, 0]]"
17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,5,5,8,"[-2, 3, -10, 9, -1]",-37,0,"[[0, 1], [4, 0], 'NA', 'NA', [0, 0]]"
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,5,8,"[3, -10, 6, 0]",-37,0,"[[4, 0], 'NA', 'NA', [1, 0]]"
19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,5,4,7,"[3, -10, 3, -1, 4]",-25,0,"[[4, 0], 'NA', [4, 0], [0, 0], [6, 0]]"
20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",25,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,6,5,8,"[2, 3, -10, 6, -1, -1]",-37,0,"[[3, 0], [4, 0], 'NA', 'NA', [0, 0], [0, 0]]"
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,5,8,"[3, -10, 6, 0]",-37,0,"[[4, 0], 'NA', 'NA', [1, 0]]"
25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,5,8,"[1, 3, -10, 6, -1]",-37,0,"[[2, 0], [4, 0], 'NA', 'NA', [0, 0]]"
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,5,8,"[-2, 2, 3, -10, 6]",-37,0,"[[0, 1], [3, 0], [4, 0], 'NA', 'NA']"
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,4,7,"[3, -10, 3, -1, 4]",-25,0,"[[4, 0], 'NA', [4, 0], [0, 0], [6, 0]]"
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",25,4,4,7,"[3, -10, 3, 3]",-25,0,"[[4, 0], 'NA', [4, 0], [4, 0]]"
31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",22,4,3,6,"[9, -5, -3, -2]",-15,0,"['NA', [0, 4], 'NA', 'NA']"
32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,4,3,6,"[9, -5, -1, -4]",-15,0,"['NA', [0, 4], [0, 0], [0, 2]]"
33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,3,3,6,"[6, -5, -2]",-15,0,"['NA', [0, 4], [0, 1]]"
34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",24,3,3,6,"[6, -5, -2]",-15,0,"['NA', [0, 4], [0, 1]]"
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, 1, -3, -3]",23,5,3,6,"[-2, 9, -5, -2, -1]",-15,0,"[[0, 1], 'NA', [0, 4], 'NA', [0, 0]]"
