,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
45,"0.,0.,0.,0.,1.,0.,1.,1.,1.,0.",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 0]","[[-4, 2, 4], [2, -1, 0], [4, 0, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",28,16,17
46,"0.,0.,0.,0.,1.,0.,1.,1.,1.,1.",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 0]","[[-4, 2, 4], [2, -1, 0], [4, 0, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",28,16,17
47,"0.,0.,0.,0.,1.,1.,0.,0.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[2, 1, 1, 1, 1], [1, -1, 1, 0, 0], [1, 1, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",85,0,36
48,"0.,0.,0.,0.,1.,1.,0.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
49,"0.,0.,0.,0.,1.,1.,0.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[3, 1, 1, 2], [1, -1, 1, 0], [1, 1, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",43,-4,22
50,"0.,0.,0.,0.,1.,1.,0.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
51,"0.,0.,0.,0.,1.,1.,0.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 1], [0, 0, -1, 2], [1, 1, 2, 3]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",44,-4,22
52,"0.,0.,0.,0.,1.,1.,0.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
53,"0.,0.,0.,0.,1.,1.,0.,1.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[0, 2, 0, 0], [2, 2, 1, 1], [0, 1, -1, 1], [0, 1, 1, -1]]","[[0, 0, 0, 0, 1, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0]]",33,0,20
54,"0.,0.,0.,0.,1.,1.,0.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
55,"0.,0.,0.,0.,1.,1.,1.,0.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[2, 1, 1, 1, 1], [1, -1, 1, 0, 0], [1, 1, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",85,0,36
56,"0.,0.,0.,0.,1.,1.,1.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
57,"0.,0.,0.,0.,1.,1.,1.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[3, 1, 1, 2], [1, -1, 1, 0], [1, 1, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",43,-4,22
58,"0.,0.,0.,0.,1.,1.,1.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
59,"0.,0.,0.,0.,1.,1.,1.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 1], [0, 0, -1, 2], [1, 1, 2, 3]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",44,-4,22
60,"0.,0.,0.,0.,1.,1.,1.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",18,4,12
61,"0.,0.,0.,0.,1.,1.,1.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 1], [1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",18,4,12
62,"0.,0.,0.,0.,1.,1.,1.,1.,1.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[2, 2, 1, 1], [2, 0, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0]]",34,0,20
63,"0.,0.,0.,1.,0.,0.,0.,0.,0.,0.",False,6,"[True, True, True, True, False, False]","[True, True, True, True, False, False]","[0, 0, 0, 0, -2, -2]","[[-1, 1, 1, 0, 0, 0], [1, -1, 0, 1, 0, 0], [1, 0, -1, 0, 2, 0], [0, 1, 0, -1, 0, 2], [0, 0, 2, 0, -4, 4], [0, 0, 0, 2, 4, -4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",124,0,47
64,"0.,0.,0.,1.,0.,0.,0.,0.,0.,1.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, -1]","[[-1, 1, 1, 0, 0], [1, -1, 0, 1, 0], [1, 0, -1, 0, 2], [0, 1, 0, -1, 2], [0, 0, 2, 2, 0]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",90,0,37
65,"0.,0.,0.,1.,0.,0.,0.,0.,1.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[2, 1, 0, 1, 1], [1, -1, 1, 0, 0], [0, 1, -1, 1, 0], [1, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",86,0,36
66,"0.,0.,0.,1.,0.,0.,0.,0.,1.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 1, 0], [0, 1, -1, 2], [1, 0, 2, 3]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",45,-1,21
