,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
50,"0.,0.,0.,0.,0.,0.,1.,1.,0.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
51,"0.,0.,0.,0.,0.,0.,1.,1.,0.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 1, 2, 1, 2]]",55,-9,25
52,"0.,0.,0.,0.,0.,0.,1.,1.,0.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
53,"0.,0.,0.,0.,0.,0.,1.,1.,0.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 1, 2, 1, 2]]",17,9,12
54,"0.,0.,0.,0.,0.,0.,1.,1.,0.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
55,"0.,0.,0.,0.,0.,0.,1.,1.,1.,0.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 3, 0, 2]]",55,-9,25
56,"0.,0.,0.,0.,0.,0.,1.,1.,1.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
57,"0.,0.,0.,0.,0.,0.,1.,1.,1.,0.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 2, 0, 3, 0, 2]]",17,9,12
58,"0.,0.,0.,0.,0.,0.,1.,1.,1.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
59,"0.,0.,0.,0.,0.,0.,1.,1.,1.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 1, 2, 1, 2]]",55,-9,25
60,"0.,0.,0.,0.,0.,0.,1.,1.,1.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
61,"0.,0.,0.,0.,0.,0.,1.,1.,1.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 1, 1, 2, 1, 2]]",17,9,12
62,"0.,0.,0.,0.,0.,0.,1.,1.,1.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0], [0, 0, 2, 1, 2, 2]]",17,9,12
63,"0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.",False,6,"[False, True, False, True, False, True]","[False, True, False, True, False, True]","[-2, 0, -2, 0, -2, 0]","[[-4, 2, 4, 0, 0, 0], [2, -1, 0, 1, 0, 0], [4, 0, -4, 0, 4, 0], [0, 1, 0, -1, 0, 1], [0, 0, 4, 0, -4, 2], [0, 0, 0, 1, 2, -1]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",183,0,63
