,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
1043,"0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 0, 0, 2], [0, -1, 0, 2], [0, 0, -1, 2], [2, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 2]]",62,-16,28
1044,"0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1045,"0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1046,"0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1047,"0.,1.,0.,0.,0.,0.,0.,1.,1.,0.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[3, 2, 1, 1, 1], [2, -1, 0, 0, 0], [1, 0, -1, 0, 1], [1, 0, 0, -1, 1], [1, 0, 1, 1, -1]]","[[0, 0, 1, 1, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",125,0,45
1048,"0.,1.,0.,0.,0.,0.,0.,1.,1.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1049,"0.,1.,0.,0.,0.,0.,0.,1.,1.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[4, 2, 1, 2], [2, -1, 0, 0], [1, 0, -1, 1], [2, 0, 1, -1]]","[[0, 0, 2, 0, 3, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,25
1050,"0.,1.,0.,0.,0.,0.,0.,1.,1.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1051,"0.,1.,0.,0.,0.,0.,0.,1.,1.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 0, 0, 2], [0, -1, 0, 2], [0, 0, -1, 2], [2, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 2]]",62,-16,28
1052,"0.,1.,0.,0.,0.,0.,0.,1.,1.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1053,"0.,1.,0.,0.,0.,0.,0.,1.,1.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1054,"0.,1.,0.,0.,0.,0.,0.,1.,1.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1055,"0.,1.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.",False,4,"[True, False, False, True]","[True, False, False, True]","[0, -2, -2, 0]","[[-1, 2, 0, 0], [2, -4, 4, 2], [0, 4, -4, 2], [0, 2, 2, 2]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 2, 0, 0], [0, 2, 0, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",90,-16,38
1056,"0.,1.,0.,0.,0.,0.,1.,0.,0.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 3, 2]]",17,9,12
1057,"0.,1.,0.,0.,0.,0.,1.,0.,0.,0.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 2, 0, 3, 1, 2]]",8,-14,6
1058,"0.,1.,0.,0.,0.,0.,1.,0.,0.,0.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1059,"0.,1.,0.,0.,0.,0.,1.,0.,0.,1.,0.,0.",False,4,"[True, False, True, True]","[True, False, True, True]","[0, -2, 0, 0]","[[-1, 2, 0, 0], [2, -4, 2, 4], [0, 2, -1, 0], [0, 4, 0, 3]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 2, 2]]",71,-4,29
1060,"0.,1.,0.,0.,0.,0.,1.,0.,0.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 3, 2]]",17,9,12
1061,"0.,1.,0.,0.,0.,0.,1.,0.,0.,1.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 1, 1, 2, 2, 2]]",8,-14,6
1062,"0.,1.,0.,0.,0.,0.,1.,0.,0.,1.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1063,"0.,1.,0.,0.,0.,0.,1.,0.,1.,0.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 1]","[[-1, 1, 0, 1], [1, -1, 1, 1], [0, 1, -1, 1], [1, 1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 2, 1, 2]]",56,-1,26
1064,"0.,1.,0.,0.,0.,0.,1.,0.,1.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 3, 2]]",17,9,12
1065,"0.,1.,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 2, 0, 3, 1, 2]]",8,-14,6
1066,"0.,1.,0.,0.,0.,0.,1.,0.,1.,0.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1067,"0.,1.,0.,0.,0.,0.,1.,0.,1.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 1]","[[-1, 1, 0, 1], [1, -1, 1, 1], [0, 1, -1, 1], [1, 1, 1, 6]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 2, 2]]",56,-1,26
1068,"0.,1.,0.,0.,0.,0.,1.,0.,1.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 3, 2]]",17,9,12
1069,"0.,1.,0.,0.,0.,0.,1.,0.,1.,1.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 1, 1, 2, 2, 2]]",8,-14,6
1070,"0.,1.,0.,0.,0.,0.,1.,0.,1.,1.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1071,"0.,1.,0.,0.,0.,0.,1.,1.,0.,0.,0.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 3, 1, 2]]",21,15,14
1072,"0.,1.,0.,0.,0.,0.,1.,1.,0.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[-1, 0, 0]","[[0, 2, 4], [2, -1, 0], [4, 0, 2]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 1, 2]]",23,8,15
1073,"0.,1.,0.,0.,0.,0.,1.,1.,0.,0.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 2, 0, 3, 1, 2]]",8,-14,6
1074,"0.,1.,0.,0.,0.,0.,1.,1.,0.,0.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1075,"0.,1.,0.,0.,0.,0.,1.,1.,0.,1.,0.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 1, 2, 2, 2]]",21,15,14
1076,"0.,1.,0.,0.,0.,0.,1.,1.,0.,1.,0.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1077,"0.,1.,0.,0.,0.,0.,1.,1.,0.,1.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 1, 1, 2, 2, 2]]",8,-14,6
1078,"0.,1.,0.,0.,0.,0.,1.,1.,0.,1.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1079,"0.,1.,0.,0.,0.,0.,1.,1.,1.,0.,0.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 3, 1, 2]]",21,15,14
1080,"0.,1.,0.,0.,0.,0.,1.,1.,1.,0.,0.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1081,"0.,1.,0.,0.,0.,0.,1.,1.,1.,0.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 2, 0, 3, 1, 2]]",8,-14,6
1082,"0.,1.,0.,0.,0.,0.,1.,1.,1.,0.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1083,"0.,1.,0.,0.,0.,0.,1.,1.,1.,1.,0.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 0, 1, 2, 2, 2]]",21,15,14
1084,"0.,1.,0.,0.,0.,0.,1.,1.,1.,1.,0.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1085,"0.,1.,0.,0.,0.,0.,1.,1.,1.,1.,1.,0.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 1, 1, 2, 2, 2]]",8,-14,6
1086,"0.,1.,0.,0.,0.,0.,1.,1.,1.,1.,1.,1.",False,2,"[True, True]","[True, True]","[0, 2]","[[-1, 2], [2, 10]]","[[0, 0, 0, 0, 0, 1], [0, 0, 2, 1, 3, 2]]",8,-14,6
1087,"0.,1.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.",False,6,"[True, True, False, True, False, True]","[True, True, False, True, False, True]","[0, 0, -2, 0, -2, 0]","[[0, 0, 2, 1, 0, 0], [0, -1, 2, 0, 0, 0], [2, 2, -4, 0, 4, 0], [1, 0, 0, -1, 0, 1], [0, 0, 4, 0, -4, 2], [0, 0, 0, 1, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",180,0,62
1088,"0.,1.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 3, 2]]",55,-9,25
1089,"0.,1.,0.,0.,0.,1.,0.,0.,0.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[4, 2, 1, 2], [2, -1, 0, 0], [1, 0, -1, 1], [2, 0, 1, -1]]","[[0, 0, 2, 0, 3, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,25
1090,"0.,1.,0.,0.,0.,1.,0.,0.,0.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1091,"0.,1.,0.,0.,0.,1.,0.,0.,0.,1.,0.,0.",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -2, 0, 0, -1]","[[-1, 2, 0, 0, 0], [2, -4, 0, 2, 4], [0, 0, -1, 0, 2], [0, 2, 0, -1, 0], [0, 4, 2, 0, 0]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",139,0,49
1092,"0.,1.,0.,0.,0.,1.,0.,0.,0.,1.,0.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 3, 2]]",55,-9,25
1093,"0.,1.,0.,0.,0.,1.,0.,0.,0.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1094,"0.,1.,0.,0.,0.,1.,0.,0.,0.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1095,"0.,1.,0.,0.,0.,1.,0.,0.,1.,0.,0.,0.",False,6,"[True, True, True, True, True, True]","[True, True, True, True, True, True]","[0, 0, 0, 0, 0, 0]","[[2, 1, 1, 1, 0, 1], [1, -1, 1, 0, 0, 0], [1, 1, -1, 0, 1, 0], [1, 0, 0, -1, 0, 1], [0, 0, 1, 0, -1, 1], [1, 0, 0, 1, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",167,0,58
1096,"0.,1.,0.,0.,0.,1.,0.,0.,1.,0.,0.,1.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[0, 1, 0, 1, 1], [1, 2, 1, 1, 1], [0, 1, -1, 1, 0], [1, 1, 1, -1, 0], [1, 1, 0, 0, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0]]",104,0,45
1097,"0.,1.,0.,0.,0.,1.,0.,0.,1.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[4, 2, 1, 2], [2, -1, 0, 0], [1, 0, -1, 1], [2, 0, 1, -1]]","[[0, 0, 2, 0, 3, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,25
1098,"0.,1.,0.,0.,0.,1.,0.,0.,1.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1099,"0.,1.,0.,0.,0.,1.,0.,0.,1.,1.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[-1, 1, 0, 0, 1], [1, -1, 0, 1, 1], [0, 0, -1, 0, 2], [0, 1, 0, -1, 1], [1, 1, 2, 1, 3]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",124,0,45
1100,"0.,1.,0.,0.,0.,1.,0.,0.,1.,1.,0.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 1, 0, 1], [1, -1, 0, 2], [0, 0, -1, 2], [1, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 3, 2]]",55,-9,25
1101,"0.,1.,0.,0.,0.,1.,0.,0.,1.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1102,"0.,1.,0.,0.,0.,1.,0.,0.,1.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1103,"0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[3, 2, 1, 1, 1], [2, -1, 0, 0, 0], [1, 0, -1, 0, 1], [1, 0, 0, -1, 1], [1, 0, 1, 1, -1]]","[[0, 1, 0, 2, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",125,0,45
1104,"0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1105,"0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,1.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-1, 0, 0, 0, 0]","[[0, 2, 2, 0, 2], [2, 0, 0, 1, 0], [2, 0, -1, 0, 0], [0, 1, 0, -1, 1], [2, 0, 0, 1, -1]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",126,0,46
1106,"0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1107,"0.,1.,0.,0.,0.,1.,0.,1.,0.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 0, 0, 2], [0, -1, 0, 2], [0, 0, -1, 2], [2, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 2]]",62,-16,28
1108,"0.,1.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1109,"0.,1.,0.,0.,0.,1.,0.,1.,0.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1110,"0.,1.,0.,0.,0.,1.,0.,1.,0.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1111,"0.,1.,0.,0.,0.,1.,0.,1.,1.,0.,0.,0.",False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, 0, 0, 0]","[[3, 2, 1, 1, 1], [2, -1, 0, 0, 0], [1, 0, -1, 0, 1], [1, 0, 0, -1, 1], [1, 0, 1, 1, -1]]","[[0, 0, 1, 1, 2, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",125,0,45
1112,"0.,1.,0.,0.,0.,1.,0.,1.,1.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1113,"0.,1.,0.,0.,0.,1.,0.,1.,1.,0.,1.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[4, 2, 1, 2], [2, -1, 0, 0], [1, 0, -1, 1], [2, 0, 1, -1]]","[[0, 0, 2, 0, 3, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",61,-9,25
1114,"0.,1.,0.,0.,0.,1.,0.,1.,1.,0.,1.,1.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[3, 2, 2, 1], [2, 0, 0, 1], [2, 0, -1, 0], [1, 1, 0, -1]]","[[0, 0, 1, 1, 2, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0]]",49,-1,21
1115,"0.,1.,0.,0.,0.,1.,0.,1.,1.,1.,0.,0.",False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, 0]","[[-1, 0, 0, 2], [0, -1, 0, 2], [0, 0, -1, 2], [2, 2, 2, 4]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 2]]",62,-16,28
1116,"0.,1.,0.,0.,0.,1.,0.,1.,1.,1.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1117,"0.,1.,0.,0.,0.,1.,0.,1.,1.,1.,1.,0.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 2, 2, 2]]",21,15,14
1118,"0.,1.,0.,0.,0.,1.,0.,1.,1.,1.,1.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 3, 2]]",21,15,14
1119,"0.,1.,0.,0.,0.,1.,1.,0.,0.,0.,0.,0.",False,4,"[True, False, False, True]","[True, False, False, True]","[0, -2, -2, 0]","[[-1, 2, 0, 0], [2, -4, 4, 2], [0, 4, -4, 2], [0, 2, 2, 2]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 2, 0, 0], [0, 2, 0, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",90,-16,38
1120,"0.,1.,0.,0.,0.,1.,1.,0.,0.,0.,0.,1.",False,3,"[True, True, True]","[True, True, True]","[0, 0, 1]","[[-1, 1, 1], [1, -1, 2], [1, 2, 7]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 3, 2]]",17,9,12
