,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 3, 3], [6, -4, 0, 2], [3, 0, -1, 0], [3, 2, 0, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 1]]",135,-36,66
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 3, 0, 2]]",57,144,38
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 2, 1, 2]]",57,144,38
13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 3, 0, 2]]",57,144,38
14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 2, 1, 2]]",57,144,38
15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,6,"[False, False, False, True, True, True]","[False, False, False, True, True, True]","[-5, -2, -2, 0, 0, 0]","[[-9, 6, 6, 0, 0, 0], [6, -4, 0, 2, 0, 0], [6, 0, -4, 0, 2, 0], [0, 2, 0, -1, 0, 1], [0, 0, 2, 0, -1, 1], [0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",333,0,110
16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",False,5,"[False, False, False, True, True]","[False, False, False, True, True]","[-5, -2, -2, 0, 0]","[[-9, 6, 6, 0, 0], [6, -4, 0, 2, 0], [6, 0, -4, 0, 2], [0, 2, 0, -1, 1], [0, 0, 2, 1, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1]]",269,0,98
17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",False,6,"[True, False, False, True, True, True]","[True, False, False, True, True, True]","[0, -5, -2, 0, 0, 0]","[[0, 3, 0, 0, 0, 1], [3, -9, 6, 3, 0, 0], [0, 6, -4, 0, 2, 0], [0, 3, 0, -1, 0, 0], [0, 0, 2, 0, -1, 1], [1, 0, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",321,0,108
18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-5, -2, 0, 0, 0]","[[-9, 6, 3, 0, 3], [6, -4, 0, 2, 0], [3, 0, -1, 0, 0], [0, 2, 0, -1, 1], [3, 0, 0, 1, 1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",249,0,91
19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -2, -2, 0, 0]","[[2, 2, 2, 0, 1], [2, -4, 4, 0, 0], [2, 4, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",250,0,92
20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -2, -2, 0, 0]","[[2, 2, 2, 0, 1], [2, -4, 4, 0, 0], [2, 4, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",250,0,92
22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",False,5,"[False, False, False, True, True]","[False, False, False, True, True]","[-5, -2, -2, 0, 0]","[[-9, 6, 6, 0, 0], [6, -4, 0, 0, 2], [6, 0, -4, 2, 0], [0, 0, 2, -1, 1], [0, 2, 0, 1, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1]]",270,0,98
24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",False,4,"[False, False, False, True]","[False, False, False, True]","[-5, -2, -2, 0]","[[-9, 6, 6, 0], [6, -4, 0, 2], [6, 0, -4, 2], [0, 2, 2, 1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 0, 1, 0, 1, 1]]",152,-144,75
25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 3, 3], [6, -4, 0, 2], [3, 0, -1, 0], [3, 2, 0, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 2, 0, 1]]",135,-36,66
26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -5, -2, 0, 0]","[[0, 3, 0, 0, 1], [3, -9, 6, 3, 0], [0, 6, -4, 0, 2], [0, 3, 0, -1, 0], [1, 0, 2, 0, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 1]]",244,0,89
27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 3, 0, 2]]",57,144,38
28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 2, 1, 2]]",57,144,38
29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",False,4,"[True, True, False, False]","[True, True, False, False]","[0, 0, -2, -2]","[[0, 1, 0, 2], [1, 2, 2, 2], [0, 2, -4, 4], [2, 2, 4, -4]]","[[0, 0, 0, 1, 0, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0]]",132,-16,65
30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 2, 1, 2]]",57,144,38
31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",False,6,"[False, False, True, False, True, False]","[False, False, True, False, True, False]","[-2, -2, 0, -2, 0, -2]","[[-4, 4, 2, 0, 0, 0], [4, -4, 0, 4, 0, 0], [2, 0, -1, 0, 1, 0], [0, 4, 0, -4, 0, 4], [0, 0, 1, 0, -1, 2], [0, 0, 0, 4, 2, -4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 0, 0], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",335,0,112
32,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-2, -2, 0, 0, 0]","[[-4, 4, 2, 0, 0], [4, -4, 0, 2, 2], [2, 0, -1, 0, 1], [0, 2, 0, -1, 1], [0, 2, 1, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",251,0,93
33,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",False,6,"[True, False, False, True, False, True]","[True, False, False, True, False, True]","[0, -2, -2, 0, -2, 0]","[[0, 0, 0, 1, 2, 0], [0, -4, 4, 2, 0, 0], [0, 4, -4, 0, 4, 0], [1, 2, 0, -1, 0, 0], [2, 0, 4, 0, -4, 2], [0, 0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",329,0,109
34,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-2, -2, 0, 0, 0]","[[-4, 4, 2, 0, 0], [4, -4, 0, 2, 2], [2, 0, -1, 0, 1], [0, 2, 0, -1, 1], [0, 2, 1, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",251,0,93
35,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",False,5,"[True, False, False, False, False]","[True, False, False, False, False]","[0, -2, -2, -2, -2]","[[0, 2, 0, 0, 2], [2, -4, 4, 0, 0], [0, 4, -4, 4, 0], [0, 0, 4, -4, 4], [2, 0, 0, 4, -4]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",280,0,102
36,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
37,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",False,5,"[True, False, False, False, True]","[True, False, False, False, True]","[0, -2, -2, -2, 0]","[[1, 2, 0, 2, 0], [2, -4, 4, 0, 0], [0, 4, -4, 4, 0], [2, 0, 4, -4, 2], [0, 0, 0, 2, -1]]","[[0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",271,0,99
38,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
39,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-2, -2, 0, 0, -1]","[[-4, 4, 2, 0, 0], [4, -4, 0, 0, 4], [2, 0, -1, 1, 0], [0, 0, 1, -1, 2], [0, 4, 0, 2, 0]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",263,0,95
40,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 2, 0], [4, -4, 0, 4], [2, 0, -1, 1], [0, 4, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 2]]",137,-16,68
41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 2, 0], [4, -4, 0, 4], [2, 0, -1, 1], [0, 4, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 2, 0, 2]]",137,-16,68
42,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 2, 0], [4, -4, 0, 4], [2, 0, -1, 1], [0, 4, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 2]]",137,-16,68
43,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 3, 0, 2]]",57,144,38
44,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",False,4,"[True, False, False, True]","[True, False, False, True]","[0, -2, -2, -1]","[[0, 2, 0, 2], [2, -4, 4, 0], [0, 4, -4, 4], [2, 0, 4, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 2]]",138,-64,69
45,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 3, 0, 2]]",57,144,38
46,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 2], [4, -4, 4], [2, 4, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 2, 1, 2]]",57,144,38
47,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",False,7,"[True, False, False, True, True, True, True]","[True, False, False, True, True, True, True]","[0, -2, -2, 0, 0, 0, 0]","[[0, 0, 2, 0, 0, 1, 0], [0, -4, 4, 2, 0, 0, 0], [2, 4, -4, 0, 2, 0, 0], [0, 2, 0, -1, 0, 1, 0], [0, 0, 2, 0, -1, 0, 1], [1, 0, 0, 1, 0, -1, 1], [0, 0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",344,0,115
48,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-2, -2, 0, 0, 0]","[[-4, 4, 2, 0, 0], [4, -4, 0, 2, 2], [2, 0, -1, 0, 1], [0, 2, 0, -1, 1], [0, 2, 1, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",251,0,93
49,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",False,6,"[True, False, False, True, True, True]","[True, False, False, True, True, True]","[0, -2, -2, 0, 0, 0]","[[1, 0, 2, 1, 0, 1], [0, -4, 4, 2, 0, 0], [2, 4, -4, 0, 2, 0], [1, 2, 0, -1, 0, 0], [0, 0, 2, 0, -1, 1], [1, 0, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",322,0,107
50,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",False,6,"[True, True, False, False, True, True]","[True, True, False, False, True, True]","[0, 0, -2, -2, 0, 0]","[[0, 1, 0, 0, 1, 1], [1, 0, 0, 2, 0, 0], [0, 0, -4, 4, 2, 0], [0, 2, 4, -4, 0, 2], [1, 0, 2, 0, -1, 0], [1, 0, 0, 2, 0, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0]]",313,0,107
51,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -2, -2, 0, 0]","[[2, 2, 2, 0, 1], [2, -4, 4, 0, 0], [2, 4, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",250,0,92
52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
53,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",False,6,"[True, True, False, False, True, True]","[True, True, False, False, True, True]","[0, 0, -2, -2, 0, 0]","[[0, 1, 2, 0, 0, 1], [1, 0, 0, 2, 0, 0], [2, 0, -4, 4, 0, 0], [0, 2, 4, -4, 2, 0], [0, 0, 0, 2, -1, 1], [1, 0, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",314,0,107
54,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 2], [4, -4, 2, 2], [0, 2, -1, 1], [2, 2, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",136,-64,67
55,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-2, -2, 0, 0, -1]","[[-4, 4, 2, 0, 0], [4, -4, 0, 0, 4], [2, 0, -1, 1, 0], [0, 0, 1, -1, 2], [0, 4, 0, 2, 0]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",263,0,95
56,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 2, 0], [4, -4, 0, 4], [2, 0, -1, 1], [0, 4, 1, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 2]]",137,-16,68
