,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",52,4,19,15,"[24, -21, -1, 3]",-283,0,"['NA', 'NA', [0, 0], [4, 0]]"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",49,4,19,15,"[16, -21, 6, 4]",-283,0,"['NA', 'NA', 'NA', [5, 0]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",52,4,19,15,"[16, -21, 3, 7]",-283,0,"['NA', 'NA', [4, 0], [8, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",50,4,18,14,"[24, -14, -2, -3]",-250,0,"['NA', 'NA', 'NA', [0, 2]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",50,4,18,14,"[24, -14, -1, -4]",-250,0,"['NA', 'NA', [0, 0], [0, 3]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",50,3,15,11,"[16, -14, 3]",-163,0,"['NA', 'NA', [4, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",58,3,15,11,"[16, -14, 3]",-163,0,"['NA', 'NA', [4, 0]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",50,6,18,14,"[16, -14, -1, 3, -3, 4]",-250,0,"['NA', 'NA', [0, 0], [4, 0], [0, 2], [5, 0]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",51,5,15,11,"[16, -14, -1, 3, 1]",-163,0,"['NA', 'NA', [0, 0], [4, 0], [2, 0]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",51,5,18,14,"[-4, 16, -14, 3, 4]",-250,0,"[[0, 3], 'NA', 'NA', [4, 0], [5, 0]]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",54,4,15,11,"[16, -14, 3, 0]",-163,0,"['NA', 'NA', [4, 0], [1, 0]]"
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",50,5,18,14,"[16, -14, -1, -3, 7]",-250,0,"['NA', 'NA', [0, 0], [0, 2], [8, 0]]"
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",57,4,15,11,"[16, -14, -1, 4]",-163,0,"['NA', 'NA', [0, 0], [5, 0]]"
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",55,3,15,11,"[16, -14, 3]",-163,0,"['NA', 'NA', [4, 0]]"
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, -1]","[4, 3, -3, -8]",56,4,18,14,"[-4, 16, -14, 7]",-250,0,"[[0, 3], 'NA', 'NA', [8, 0]]"
