,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,,0,local-sections-A
791,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,6,1,4,"[-1, 2, -1, -2, 3, -1]",0,0,,,"[[0, 0], [3, 0], [0, 0], [0, 1], [4, 0], [0, 0]]"
792,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
793,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
794,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",8,5,1,4,"[-2, 2, -1, -2, 3]",0,0,,,"[[0, 1], [3, 0], [0, 0], [0, 1], [4, 0]]"
795,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
796,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
797,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,0,3,"[1, 2, -1, -2]",4,0,,,"[[1, 0], [3, 0], [0, 0], [0, 1]]"
798,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
799,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,7,3,6,"[1, -1, -2, 3, 4, -1, -4]",-14,0,,,"[[2, 0], [0, 0], [0, 1], [4, 0], [5, 0], [0, 0], 'NA']"
800,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,3,6,"[-1, -2, 3, 4, -4]",-14,0,,,"[[0, 0], [0, 1], [4, 0], [5, 0], [0, 3]]"
801,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",4,6,3,6,"[-2, -1, -2, 3, 4, -2]",-14,0,,,"[[0, 1], [0, 0], [0, 1], [4, 0], [5, 0], [0, 1]]"
802,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,3,6,"[-1, -2, 3, 4, -4]",-14,0,,,"[[0, 0], [0, 1], [4, 0], [5, 0], [0, 3]]"
803,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,2,5,"[3, -1, -2, 4, -4]",-6,0,,,"[[4, 0], [0, 0], [0, 1], [5, 0], 'NA']"
804,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
805,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
806,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
807,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,1,4,"[-1, -2, 3, -1, 1]",0,0,,,"[[0, 0], [0, 1], [4, 0], [0, 0], [2, 0]]"
808,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
809,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
810,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
811,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
812,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
813,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
814,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
815,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,8,3,6,"[-3, 2, -1, -2, 3, 4, -1, -2]",-14,0,,,"[[0, 2], [3, 0], [0, 0], [0, 1], [4, 0], [5, 0], [0, 0], [0, 1]]"
816,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,3,6,"[-1, -2, 3, 4, -4]",-14,0,,,"[[0, 0], [0, 1], [4, 0], [5, 0], [0, 3]]"
817,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,6,3,6,"[-2, -1, -2, 3, 4, -2]",-14,0,,,"[[0, 1], [0, 0], [0, 1], [4, 0], [5, 0], [0, 1]]"
818,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,6,3,6,"[-6, 2, -1, -2, 3, 4]",-14,0,,,"[[0, 4], [3, 0], [0, 0], [0, 1], [4, 0], [5, 0]]"
819,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
820,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
821,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,6,2,5,"[-1, 2, -1, -2, 4, -2]",-6,0,,,"[[0, 0], [3, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
822,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
823,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,1,4,"[-1, -2, 3, -1, 1]",0,0,,,"[[0, 0], [0, 1], [4, 0], [0, 0], [2, 0]]"
824,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,1,4,"[1, -1, -1, -2, 3]",0,0,,,"[[2, 0], [0, 0], [0, 0], [0, 1], [4, 0]]"
825,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
826,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,1,4,"[-1, -2, 3, 0]",0,0,,,"[[0, 0], [0, 1], [4, 0], 'NA']"
827,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
828,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
829,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
830,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
831,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,6,2,5,"[4, -1, -2, 4, -1, -4]",-6,0,,,"[[5, 0], [0, 0], [0, 1], [5, 0], [0, 0], 'NA']"
832,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
833,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
834,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
835,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[3, -1, -2, 4, -4]",-6,0,,,"[[4, 0], [0, 0], [0, 1], [5, 0], 'NA']"
836,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
837,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",8,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
838,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
839,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,5,0,3,"[2, 2, -1, -2, -1]",4,0,,,"[[3, 0], [3, 0], [0, 0], [0, 1], [0, 0]]"
840,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
841,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
842,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",8,4,0,3,"[1, 2, -1, -2]",4,0,,,"[[1, 0], [3, 0], [0, 0], [0, 1]]"
843,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
844,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
845,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,0,3,"[1, 2, -1, -2]",4,0,,,"[[1, 0], [3, 0], [0, 0], [0, 1]]"
846,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",4,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
847,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,6,2,5,"[2, -1, -2, 4, -1, -2]",-6,0,,,"[[3, 0], [0, 0], [0, 1], [5, 0], [0, 0], [0, 1]]"
848,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
849,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
850,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
851,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
852,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
853,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
854,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
855,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,0,3,"[-1, -2, -1, 4]",4,0,,,"[[0, 0], [0, 1], [0, 0], [5, 0]]"
856,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
857,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,4,0,3,"[4, -1, -1, -2]",4,0,,,"[[5, 0], [0, 0], [0, 0], [0, 1]]"
858,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
859,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
860,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
861,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
862,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
863,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",5,7,2,5,"[2, 2, -1, -2, 4, -1, -4]",-6,0,,,"[[3, 0], [3, 0], [0, 0], [0, 1], [5, 0], [0, 0], 'NA']"
864,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
865,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[1, -1, -2, 4, -2]",-6,0,,,"[[1, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
866,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[-3, 2, -1, -2, 4]",-6,0,,,"[[0, 2], [3, 0], [0, 0], [0, 1], [5, 0]]"
867,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,5,2,5,"[3, -1, -2, 4, -4]",-6,0,,,"[[4, 0], [0, 0], [0, 1], [5, 0], 'NA']"
868,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
869,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,6,2,5,"[-1, 2, -1, -2, 4, -2]",-6,0,,,"[[0, 0], [3, 0], [0, 0], [0, 1], [5, 0], [0, 1]]"
870,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,2,5,"[-1, -2, 4, -1]",-6,0,,,"[[0, 0], [0, 1], [5, 0], [0, 1]]"
871,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,0,3,"[-1, -2, -1, 4]",4,0,,,"[[0, 0], [0, 1], [0, 0], [5, 0]]"
872,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,4,0,3,"[2, -1, -2, 1]",4,0,,,"[[3, 0], [0, 0], [0, 1], [2, 0]]"
873,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
874,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
875,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
876,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",7,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
877,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 1]",6,3,0,3,"[-1, -2, 3]",4,0,,,"[[0, 0], [0, 1], 'NA']"
