,coeffs,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2
0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-9, -5, 0, 0]","[[-16, 12, 4, 0], [12, -9, 0, 3], [4, 0, -1, 0], [0, 3, 0, -1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 3, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0]]",122,-144,68
1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",False,4,"[False, False, False, True]","[False, False, False, True]","[-5, -5, -2, 0]","[[-9, 9, 0, 0], [9, -9, 6, 0], [0, 6, -4, 2], [0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",123,-324,69
2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -5, 0, 0]","[[-9, 9, 0, 0], [9, -9, 3, 3], [0, 3, -1, 0], [0, 3, 0, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 3, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1]]",108,-81,56
3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",False,4,"[False, False, False, True]","[False, False, False, True]","[-9, -2, -2, 0]","[[-16, 8, 8, 0], [8, -4, 0, 0], [8, 0, -4, 2], [0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0]]",124,-256,70
4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-9, -2, 0, 0]","[[-16, 8, 4, 4], [8, -4, 0, 0], [4, 0, -1, 0], [4, 0, 0, 0]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 0]]",116,-64,63
5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 3], [6, -4, 2], [3, 2, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 1]]",50,144,33
6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 3], [6, -4, 2], [3, 2, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 1]]",50,144,33
7,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",False,6,"[False, False, True, True, True, True]","[False, False, True, True, True, True]","[-5, -2, 0, 0, 0, 0]","[[-9, 6, 3, 0, 0, 0], [6, -4, 0, 2, 0, 0], [3, 0, -1, 0, 1, 0], [0, 2, 0, -1, 0, 1], [0, 0, 1, 0, -1, 1], [0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",197,0,93
8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-5, -2, 0, 0, 0]","[[-9, 6, 3, 0, 0], [6, -4, 0, 2, 0], [3, 0, -1, 0, 1], [0, 2, 0, -1, 1], [0, 0, 1, 1, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1]]",162,0,81
9,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -5, -2, 0, 0]","[[0, 3, 0, 0, 1], [3, -9, 6, 0, 0], [0, 6, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",163,0,82
10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 0, 3], [6, -4, 2, 0], [0, 2, -1, 1], [3, 0, 1, 1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",109,-36,57
11,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",False,5,"[False, False, True, True, True]","[False, False, True, True, True]","[-5, -2, 0, 0, 0]","[[-9, 6, 3, 0, 0], [6, -4, 0, 0, 2], [3, 0, -1, 1, 0], [0, 0, 1, -1, 1], [0, 2, 0, 1, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1]]",164,0,81
12,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-5, -2, 0, 0]","[[-9, 6, 3, 0], [6, -4, 0, 2], [3, 0, -1, 1], [0, 2, 1, 1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1]]",110,-36,57
13,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-5, -2, 0]","[[-9, 6, 3], [6, -4, 2], [3, 2, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 1]]",50,144,33
14,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",False,4,"[True, False, False, True]","[True, False, False, True]","[0, -5, -2, 0]","[[0, 3, 0, 1], [3, -9, 6, 0], [0, 6, -4, 2], [1, 0, 2, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 2, 0], [0, 0, 0, 1, 0, 1]]",107,-36,55
15,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,5,"[False, False, False, True, False]","[False, False, False, True, False]","[-2, -2, -2, 0, -2]","[[-4, 4, 0, 0, 0], [4, -4, 4, 0, 0], [0, 4, -4, 0, 4], [0, 0, 0, -1, 2], [0, 0, 4, 2, -4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",178,0,87
16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 0], [4, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",111,-16,58
17,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",False,5,"[True, False, False, False, True]","[True, False, False, False, True]","[0, -2, -2, -2, 0]","[[0, 0, 0, 2, 0], [0, -4, 4, 0, 0], [0, 4, -4, 4, 0], [2, 0, 4, -4, 2], [0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",173,0,84
18,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 0], [4, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",111,-16,58
19,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, -1]","[[-4, 4, 0, 0], [4, -4, 0, 4], [0, 0, -1, 2], [0, 4, 2, 0]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",117,-64,64
20,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",51,64,34
21,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 2]]",51,64,34
22,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",51,64,34
23,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",False,6,"[True, False, False, True, True, True]","[True, False, False, True, True, True]","[0, -2, -2, 0, 0, 0]","[[0, 0, 2, 0, 1, 0], [0, -4, 4, 0, 0, 0], [2, 4, -4, 2, 0, 0], [0, 0, 2, -1, 0, 1], [1, 0, 0, 0, -1, 1], [0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",191,0,92
24,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, 0]","[[-4, 4, 0, 0], [4, -4, 2, 2], [0, 2, -1, 1], [0, 2, 1, 2]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",111,-16,58
25,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",False,5,"[True, False, False, True, True]","[True, False, False, True, True]","[0, -2, -2, 0, 0]","[[1, 0, 2, 0, 1], [0, -4, 4, 0, 0], [2, 4, -4, 2, 0], [0, 0, 2, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",165,0,80
26,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",False,5,"[True, True, False, False, True]","[True, True, False, False, True]","[0, 0, -2, -2, 0]","[[0, 1, 0, 0, 1], [1, 0, 0, 2, 0], [0, 0, -4, 4, 0], [0, 2, 4, -4, 2], [1, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 0, 0, 0]]",159,0,80
27,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",False,4,"[False, False, True, True]","[False, False, True, True]","[-2, -2, 0, -1]","[[-4, 4, 0, 0], [4, -4, 0, 4], [0, 0, -1, 2], [0, 4, 2, 0]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 2]]",117,-64,64
28,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",51,64,34
29,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 1, 0, 2, 0, 2]]",51,64,34
30,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",False,3,"[False, False, True]","[False, False, True]","[-2, -2, 0]","[[-4, 4, 0], [4, -4, 4], [0, 4, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 1, 2]]",51,64,34
31,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",False,5,"[False, True, False, False, True]","[False, True, False, False, True]","[-5, 0, -2, -2, 0]","[[-9, 3, 6, 0, 0], [3, -1, 0, 0, 0], [6, 0, -4, 4, 0], [0, 0, 4, -4, 2], [0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 2, 0, 0], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",176,0,85
32,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",False,4,"[False, True, True, True]","[False, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 3, 3], [3, -1, 0, 0], [3, 0, -1, 1], [3, 0, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",91,-9,48
33,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",False,4,"[True, False, True, True]","[True, False, True, True]","[-1, -5, 0, 0]","[[0, 6, 0, 2], [6, -9, 3, 0], [0, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",106,-36,54
34,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",42,36,27
35,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",False,5,"[False, True, False, True, True]","[False, True, False, True, True]","[-5, 0, -2, 0, 0]","[[-9, 3, 6, 0, 0], [3, -1, 0, 0, 0], [6, 0, -4, 2, 2], [0, 0, 2, -1, 0], [0, 0, 2, 0, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1]]",166,0,81
36,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",False,4,"[False, True, True, True]","[False, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 3, 3], [3, -1, 0, 0], [3, 0, -1, 1], [3, 0, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",91,-9,48
37,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",42,36,27
38,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",42,36,27
39,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",False,6,"[True, False, True, True, True, True]","[True, False, True, True, True, True]","[0, -5, 0, 0, 0, 0]","[[0, 3, 0, 0, 0, 1], [3, -9, 3, 3, 0, 0], [0, 3, -1, 0, 0, 0], [0, 3, 0, -1, 1, 0], [0, 0, 0, 1, -1, 1], [1, 0, 0, 0, 1, -1]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",187,0,91
40,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",False,4,"[False, True, True, True]","[False, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 3, 3], [3, -1, 0, 0], [3, 0, -1, 1], [3, 0, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 1]]",91,-9,48
41,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",False,4,"[True, False, True, True]","[True, False, True, True]","[-1, -5, 0, 0]","[[0, 6, 0, 2], [6, -9, 3, 0], [0, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",106,-36,54
42,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",42,36,27
43,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",False,5,"[False, True, True, True, True]","[False, True, True, True, True]","[-5, 0, 0, 0, 0]","[[-9, 3, 3, 0, 3], [3, -1, 0, 0, 0], [3, 0, -1, 1, 0], [0, 0, 1, -1, 1], [3, 0, 0, 1, 1]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",149,0,75
44,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -5, 0, 0, 0]","[[0, 3, 0, 0, 1], [3, -9, 3, 3, 0], [0, 3, -1, 0, 0], [0, 3, 0, -1, 1], [1, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1]]",148,0,74
45,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",42,36,27
46,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-5, 0, 0]","[[-9, 3, 6], [3, -1, 0], [6, 0, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",42,36,27
47,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -2, 0, 0, 0]","[[2, 2, 1, 1, 1], [2, -4, 2, 0, 0], [1, 2, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",150,0,76
48,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
49,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",False,4,"[True, False, True, True]","[True, False, True, True]","[0, -2, 0, 0]","[[3, 2, 1, 2], [2, -4, 2, 0], [1, 2, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",92,-16,49
50,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
51,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",False,4,"[False, True, True, True]","[False, True, True, True]","[-2, 0, 0, 0]","[[-4, 2, 0, 2], [2, -1, 0, 1], [0, 0, -1, 2], [2, 1, 2, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",93,-16,50
52,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
53,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",False,4,"[True, True, False, True]","[True, True, False, True]","[0, 0, -2, 0]","[[0, 2, 0, 0], [2, 2, 2, 1], [0, 2, -4, 2], [0, 1, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0]]",84,0,46
54,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
55,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",False,5,"[True, False, True, True, True]","[True, False, True, True, True]","[0, -2, 0, 0, 0]","[[2, 2, 1, 1, 1], [2, -4, 2, 0, 0], [1, 2, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",150,0,76
56,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
57,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",False,4,"[True, False, True, True]","[True, False, True, True]","[0, -2, 0, 0]","[[3, 2, 1, 2], [2, -4, 2, 0], [1, 2, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",92,-16,49
58,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
59,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",False,4,"[False, True, True, True]","[False, True, True, True]","[-2, 0, 0, 0]","[[-4, 2, 0, 2], [2, -1, 0, 1], [0, 0, -1, 2], [2, 1, 2, 3]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",93,-16,50
60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",43,16,28
61,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",False,3,"[False, True, True]","[False, True, True]","[-2, 0, 1]","[[-4, 2, 2], [2, -1, 1], [2, 1, 6]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",43,16,28
62,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",False,4,"[True, True, False, True]","[True, True, False, True]","[0, 0, -2, 0]","[[2, 2, 2, 1], [2, 0, 0, 0], [2, 0, -4, 2], [1, 0, 2, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0]]",85,0,46
63,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",False,6,"[False, True, True, True, False, False]","[False, True, True, True, False, False]","[-2, 0, 0, 0, -2, -2]","[[-4, 2, 2, 0, 0, 0], [2, -1, 0, 1, 0, 0], [2, 0, -1, 0, 2, 0], [0, 1, 0, -1, 0, 2], [0, 0, 2, 0, -4, 4], [0, 0, 0, 2, 4, -4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",198,0,94
64,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",False,5,"[False, True, True, True, True]","[False, True, True, True, True]","[-2, 0, 0, 0, -1]","[[-4, 2, 2, 0, 0], [2, -1, 0, 1, 0], [2, 0, -1, 0, 2], [0, 1, 0, -1, 2], [0, 0, 2, 2, 0]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",156,0,78
