,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2,local-sections-A
43,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,5,2,6,"[-16, 4, 3, 2, 3]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-9, 0, 0, 0, 0]","[[-16, 4, 4, 0, 4], [4, -1, 0, 0, 0], [4, 0, -1, 1, 0], [0, 0, 1, -1, 1], [4, 0, 0, 1, 1]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1]]",148,0,21,"['NA', [5, 0], [4, 0], [3, 0], [4, 0]]"
44,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,2,6,"[5, -16, 4, 3, 0]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -9, 0, 0, 0]","[[0, 4, 0, 0, 1], [4, -16, 4, 4, 0], [0, 4, -1, 0, 0], [0, 4, 0, -1, 1], [1, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1]]",127,0,21,"[[6, 0], 'NA', [5, 0], [4, 0], [1, 0]]"
45,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-16, 4, 8]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 1]]",34,64,19,"['NA', [5, 0], [9, 0]]"
46,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-16, 4, 8]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-9, 0, 0]","[[-16, 4, 8], [4, -1, 0], [8, 0, 3]]","[[0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 1]]",34,64,19,"['NA', [5, 0], [9, 0]]"
47,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,3,7,"[4, -12, 4, 2, -2]",-20,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 1, 1, 1], [3, -9, 3, 0, 0], [1, 3, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",128,0,22,"[[5, 0], 'NA', [5, 0], [3, 0], [0, 1]]"
48,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
49,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,3,7,"[6, -12, 4, -2]",-20,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -5, 0, 0]","[[3, 3, 1, 2], [3, -9, 3, 0], [1, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",66,-36,24,"[[7, 0], 'NA', [5, 0], [0, 1]]"
50,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
51,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[-12, 4, 2, 2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 0, 1], [0, 0, -1, 2], [3, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",67,-36,24,"['NA', [5, 0], [3, 0], [3, 0]]"
52,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",4,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
53,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[0, 4, -12, 4]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, -5, 0]","[[0, 2, 0, 0], [2, 2, 3, 1], [0, 3, -9, 3], [0, 1, 3, -1]]","[[0, 0, 0, 0, 1, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0]]",44,0,25,"[[1, 0], [5, 0], 'NA', [5, 0]]"
54,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
55,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,3,7,"[4, -12, 4, 2, -2]",-20,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 1, 1, 1], [3, -9, 3, 0, 0], [1, 3, -1, 0, 0], [1, 0, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",128,0,22,"[[5, 0], 'NA', [5, 0], [3, 0], [0, 1]]"
56,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
57,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,3,7,"[6, -12, 4, -2]",-20,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -5, 0, 0]","[[3, 3, 1, 2], [3, -9, 3, 0], [1, 3, -1, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]",66,-36,24,"[[7, 0], 'NA', [5, 0], [0, 1]]"
58,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
59,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[-12, 4, 2, 2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 0, 1], [0, 0, -1, 2], [3, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",67,-36,24,"['NA', [5, 0], [3, 0], [3, 0]]"
60,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
61,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
62,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[4, 0, -12, 4]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, -5, 0]","[[2, 2, 3, 1], [2, 0, 0, 0], [3, 0, -9, 3], [1, 0, 3, -1]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0]]",45,0,25,"[[5, 0], [1, 0], 'NA', [5, 0]]"
63,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,6,3,7,"[-12, 4, 3, 1, 4, -4]",-20,0,False,6,"[True, True, True, True, True, True]","[True, True, True, True, True, True]","[-5, 0, 0, 0, -2, -2]","[[-9, 3, 3, 0, 0, 0], [3, -1, 0, 1, 0, 0], [3, 0, -1, 0, 2, 0], [0, 1, 0, -1, 0, 2], [0, 0, 2, 0, -4, 4], [0, 0, 0, 2, 4, -4]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",198,0,26,"['NA', [5, 0], [4, 0], [2, 0], 'NA', 'NA']"
64,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,2,6,"[-12, 4, 3, 1, 0]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-5, 0, 0, 0, -1]","[[-9, 3, 3, 0, 0], [3, -1, 0, 1, 0], [3, 0, -1, 0, 2], [0, 1, 0, -1, 2], [0, 0, 2, 2, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",149,0,27,"['NA', [5, 0], [4, 0], [2, 0], [2, 0]]"
65,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,3,7,"[5, -12, 4, 1, -2]",-20,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 0, 1, 1], [3, -9, 3, 0, 0], [0, 3, -1, 1, 0], [1, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",129,0,22,"[[6, 0], 'NA', [5, 0], [2, 0], [0, 1]]"
66,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[-12, 4, 1, 3]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 1, 0], [0, 1, -1, 2], [3, 0, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",68,-9,28,"['NA', [5, 0], [2, 0], [4, 0]]"
67,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,2,6,"[-12, 4, 3, 2, -1]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-5, 0, 0, 0, 0]","[[-9, 3, 3, 0, 0], [3, -1, 0, 0, 1], [3, 0, -1, 1, 1], [0, 0, 1, -1, 1], [0, 1, 1, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",130,0,22,"['NA', [5, 0], [4, 0], [3, 0], [0, 0]]"
68,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[-12, 4, 3, 1]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 3, 0], [3, -1, 0, 1], [3, 0, -1, 2], [0, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 2]]",69,-9,28,"['NA', [5, 0], [4, 0], [2, 0]]"
69,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
70,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
71,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,7,3,7,"[0, -12, 4, 3, 1, 2, -2]",-20,0,False,7,"[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]","[0, -5, 0, 0, 0, 0, 0]","[[0, 0, 0, 1, 1, 0, 0], [0, -9, 3, 3, 0, 0, 0], [0, 3, -1, 0, 1, 0, 0], [1, 3, 0, -1, 0, 1, 0], [1, 0, 1, 0, -1, 0, 1], [0, 0, 0, 1, 0, -1, 1], [0, 0, 0, 0, 1, 1, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",200,0,29,"[[1, 0], 'NA', [5, 0], [4, 0], [2, 0], [3, 0], [0, 1]]"
72,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,2,6,"[-12, 4, 3, 1, 0]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-5, 0, 0, 0, -1]","[[-9, 3, 3, 0, 0], [3, -1, 0, 1, 0], [3, 0, -1, 0, 2], [0, 1, 0, -1, 2], [0, 0, 2, 2, 0]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2]]",149,0,27,"['NA', [5, 0], [4, 0], [2, 0], [2, 0]]"
73,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,3,7,"[5, -12, 4, 1, -2]",-20,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 0, 1, 1], [3, -9, 3, 0, 0], [0, 3, -1, 1, 0], [1, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",129,0,22,"[[6, 0], 'NA', [5, 0], [2, 0], [0, 1]]"
74,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[-12, 4, 1, 3]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 1, 0], [0, 1, -1, 2], [3, 0, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",68,-9,28,"['NA', [5, 0], [2, 0], [4, 0]]"
75,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,2,6,"[-12, 4, 3, 2, -1]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-5, 0, 0, 0, 0]","[[-9, 3, 3, 0, 0], [3, -1, 0, 0, 1], [3, 0, -1, 1, 1], [0, 0, 1, -1, 1], [0, 1, 1, 1, 2]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 2]]",130,0,22,"['NA', [5, 0], [4, 0], [3, 0], [0, 0]]"
76,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[-12, 4, 3, 1]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 3, 0], [3, -1, 0, 1], [3, 0, -1, 2], [0, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 2, 2]]",69,-9,28,"['NA', [5, 0], [4, 0], [2, 0]]"
77,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
78,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 2, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
79,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,6,3,7,"[5, -12, 4, 1, 2, -4]",-20,0,False,6,"[True, True, True, True, True, True]","[True, True, True, True, True, True]","[0, -5, 0, 0, 0, -2]","[[0, 3, 0, 0, 0, 2], [3, -9, 3, 0, 0, 0], [0, 3, -1, 1, 0, 0], [0, 0, 1, -1, 0, 2], [0, 0, 0, 0, -1, 2], [2, 0, 0, 2, 2, -4]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",190,0,14,"[[6, 0], 'NA', [5, 0], [2, 0], [3, 0], 'NA']"
80,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[-12, 4, 1, 3]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 1, 0], [0, 1, -1, 2], [3, 0, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",68,-9,28,"['NA', [5, 0], [2, 0], [4, 0]]"
81,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,3,7,"[5, -12, 4, 1, -2]",-20,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -5, 0, 0, 0]","[[2, 3, 0, 1, 1], [3, -9, 3, 0, 0], [0, 3, -1, 1, 0], [1, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",129,0,22,"[[6, 0], 'NA', [5, 0], [2, 0], [0, 1]]"
82,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[-12, 4, 1, 3]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 1, 0], [0, 1, -1, 2], [3, 0, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2]]",68,-9,28,"['NA', [5, 0], [2, 0], [4, 0]]"
83,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[-12, 4, 2, 2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-5, 0, 0, 0]","[[-9, 3, 0, 3], [3, -1, 0, 1], [0, 0, -1, 2], [3, 1, 2, 3]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 1, 2]]",67,-36,24,"['NA', [5, 0], [3, 0], [3, 0]]"
84,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[5, -12, 4, -1]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -5, 0, 0]","[[0, 3, 0, 2], [3, -9, 3, 0], [0, 3, -1, 1], [2, 0, 1, 2]]","[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 2]]",46,-9,28,"[[6, 0], 'NA', [5, 0], [0, 0]]"
85,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-12, 4, 4]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-5, 0, 1]","[[-9, 3, 3], [3, -1, 1], [3, 1, 6]]","[[0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 1, 0], [0, 1, 0, 2, 1, 2]]",21,36,23,"['NA', [5, 0], [4, 0]]"
