,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",9,4,3,1,"[5, -3, -2, 2]",-2,0,"['NA', 'NA', [0, 1], [3, 0]]"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",9,4,4,2,"[4, -3, 4, -3]",-7,0,"['NA', 'NA', 'NA', [0, 2]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",10,4,3,1,"[4, -3, 2, -1]",-2,0,"['NA', 'NA', [3, 0], [0, 0]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",10,4,5,3,"[5, -2, -4, 3]",-14,0,"['NA', 'NA', 'NA', [4, 0]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",9,4,3,1,"[5, -2, -2, 1]",-2,0,"['NA', 'NA', [0, 1], [2, 0]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",10,3,3,1,"[4, -2, 0]",-2,0,"['NA', 'NA', [1, 0]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",11,3,3,1,"[4, -2, 0]",-2,0,"['NA', 'NA', [1, 0]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",10,6,5,3,"[4, -2, -2, 2, 3, -3]",-14,0,"['NA', 'NA', [0, 1], [3, 0], [4, 0], [0, 2]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",10,5,3,1,"[4, -2, -2, 2, 0]",-2,0,"['NA', 'NA', [0, 1], [3, 0], [1, 0]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[2, -3, -2, -1]",12,5,4,2,"[1, 4, -2, 2, -3]",-7,0,"[[2, 0], 'NA', 'NA', [3, 0], [0, 2]]"
