,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",10,4,8,16,"[9, -18, -5, 8]",-125,0,"['NA', 'NA', [0, 4], 'NA']"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",10,4,9,17,"[6, -18, 12, -6]",-150,0,"['NA', 'NA', 'NA', [0, 5]]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",11,4,8,16,"[6, -18, 8, -2]",-125,0,"['NA', 'NA', 'NA', [0, 1]]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",11,5,8,16,"[9, -12, -10, 4, 3]",-125,0,"['NA', 'NA', 'NA', [5, 0], [4, 0]]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,5,6,14,"[9, -12, -5, 4, -2]",-81,0,"['NA', 'NA', [0, 4], [5, 0], [0, 1]]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",11,4,6,14,"[6, -12, 4, -4]",-81,0,"['NA', 'NA', [5, 0], [0, 3]]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",14,4,6,14,"[6, -12, 4, -4]",-81,0,"['NA', 'NA', [5, 0], [0, 3]]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",11,6,10,18,"[6, -12, -5, 8, 3, -6]",-177,0,"['NA', 'NA', [0, 4], 'NA', [4, 0], [0, 5]]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,5,8,16,"[6, -12, -5, 8, -3]",-125,0,"['NA', 'NA', [0, 4], 'NA', [0, 2]]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,5,8,16,"[-2, 6, -12, 8, -6]",-125,0,"[[0, 1], 'NA', 'NA', 'NA', [0, 5]]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,4,8,16,"[6, -12, 8, -8]",-125,0,"['NA', 'NA', 'NA', [0, 7]]"
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,6,8,16,"[6, -12, -5, 4, 3, -2]",-125,0,"['NA', 'NA', [0, 4], [5, 0], [4, 0], [0, 1]]"
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -1, -1]","[1, -3, -4, -3]",12,5,6,14,"[6, -12, -5, 4, 1]",-81,0,"['NA', 'NA', [0, 4], [5, 0], [2, 0]]"
